,time,77.170.0.96
92,2020-12-01 14:16:09.492344,None
93,2020-12-01 14:16:13.496393,None
94,2020-12-01 14:16:17.500414,None
95,2020-12-01 14:16:21.504401,None
96,2020-12-01 14:16:25.508378,None
97,2020-12-01 14:16:29.512372,None
98,2020-12-01 14:16:33.516729,None
99,2020-12-01 14:16:37.520365,None
100,2020-12-01 14:16:41.524378,None
101,2020-12-01 14:16:45.528678,None
102,2020-12-01 14:16:49.532355,None
103,2020-12-01 14:16:53.536713,None
104,2020-12-01 14:16:57.540361,None
105,2020-12-01 14:17:01.544356,None
106,2020-12-01 14:17:05.548354,None
107,2020-12-01 14:17:09.552356,None
108,2020-12-01 14:17:13.553330,None
109,2020-12-01 14:17:17.557545,None
110,2020-12-01 14:17:21.561753,None
111,2020-12-01 14:17:25.564354,None
112,2020-12-01 14:17:29.568382,None
113,2020-12-01 14:17:33.572374,None
114,2020-12-01 14:17:37.576768,None
115,2020-12-01 14:17:41.580752,None
116,2020-12-01 14:17:45.584317,None
117,2020-12-01 14:17:49.588425,None
118,2020-12-01 14:17:53.593182,None
119,2020-12-01 14:17:57.596357,None
120,2020-12-01 14:18:01.600363,None
121,2020-12-01 14:18:05.604525,None
122,2020-12-01 14:18:09.608371,None
123,2020-12-01 14:18:13.612361,None
124,2020-12-01 14:18:17.616364,None
125,2020-12-01 14:18:21.620394,None
126,2020-12-01 14:18:25.624371,None
127,2020-12-01 14:18:29.628384,None
128,2020-12-01 14:18:33.632634,None
129,2020-12-01 14:18:37.636921,None
130,2020-12-01 14:18:41.640342,None
131,2020-12-01 14:18:45.644364,None
132,2020-12-01 14:18:49.648707,None
133,2020-12-01 14:18:53.652365,None
134,2020-12-01 14:18:57.656369,None
135,2020-12-01 14:19:01.660895,None
136,2020-12-01 14:19:05.664372,None
137,2020-12-01 14:19:09.668389,None
138,2020-12-01 14:19:13.672355,None
139,2020-12-01 14:19:17.676347,None
140,2020-12-01 14:19:21.680388,None
141,2020-12-01 14:19:25.684354,None
142,2020-12-01 14:19:29.688396,None
143,2020-12-01 14:19:33.692387,None
144,2020-12-01 14:19:37.696395,None
145,2020-12-01 14:19:41.700383,None
146,2020-12-01 14:19:45.704392,None
147,2020-12-01 14:19:49.709382,None
148,2020-12-01 14:19:53.712358,None
149,2020-12-01 14:19:57.716392,None
150,2020-12-01 14:20:01.720763,None
151,2020-12-01 14:20:05.725131,None
152,2020-12-01 14:20:09.728373,None
153,2020-12-01 14:20:13.732384,None
154,2020-12-01 14:20:17.736767,None
155,2020-12-01 14:20:21.740974,None
156,2020-12-01 14:20:25.745008,None
157,2020-12-01 14:20:29.749257,None
158,2020-12-01 14:20:33.752393,None
159,2020-12-01 14:20:37.756742,None
160,2020-12-01 14:20:41.760365,None
161,2020-12-01 14:20:45.764323,None
162,2020-12-01 14:20:49.768390,None
163,2020-12-01 14:20:53.772775,None
164,2020-12-01 14:20:57.776487,None
165,2020-12-01 14:21:01.780399,None
166,2020-12-01 14:21:05.784411,None
167,2020-12-01 14:21:09.788368,None
168,2020-12-01 14:21:13.792369,None
169,2020-12-01 14:21:17.796356,None
170,2020-12-01 14:21:21.800358,None
171,2020-12-01 14:21:25.804703,None
172,2020-12-01 14:21:29.808383,None
173,2020-12-01 14:21:33.812376,None
174,2020-12-01 14:21:37.816412,None
175,2020-12-01 14:21:41.820395,None
176,2020-12-01 14:21:45.824870,None
177,2020-12-01 14:21:49.827535,None
178,2020-12-01 14:21:53.828775,None
179,2020-12-01 14:21:57.832389,None
180,2020-12-01 14:22:01.836370,None
181,2020-12-01 14:22:05.840738,None
182,2020-12-01 14:22:09.844368,None
183,2020-12-01 14:22:13.848380,None
184,2020-12-01 14:22:17.852833,None
185,2020-12-01 14:22:21.856394,None
186,2020-12-01 14:22:25.860756,None
187,2020-12-01 14:22:29.864404,None
188,2020-12-01 14:22:33.868396,None
189,2020-12-01 14:22:37.872394,None
190,2020-12-01 14:22:41.872909,None
191,2020-12-01 14:22:45.876386,None
192,2020-12-01 14:22:49.880368,None
193,2020-12-01 14:22:53.884370,None
194,2020-12-01 14:22:57.888387,None
195,2020-12-01 14:23:01.892387,None
196,2020-12-01 14:23:05.896999,None
197,2020-12-01 14:23:09.900388,None
198,2020-12-01 14:23:13.904557,None
199,2020-12-01 14:23:17.908805,None
200,2020-12-01 14:23:21.912368,None
201,2020-12-01 14:23:25.916362,None
202,2020-12-01 14:23:29.920358,None
203,2020-12-01 14:23:33.924383,None
204,2020-12-01 14:23:37.928354,None
205,2020-12-01 14:23:41.932356,None
206,2020-12-01 14:23:45.936381,None
207,2020-12-01 14:23:49.940390,None
208,2020-12-01 14:23:53.944358,None
209,2020-12-01 14:23:57.948353,None
210,2020-12-01 14:24:01.952385,None
211,2020-12-01 14:24:05.956497,None
212,2020-12-01 14:24:09.960426,None
213,2020-12-01 14:24:13.964516,None
214,2020-12-01 14:24:17.968392,None
215,2020-12-01 14:24:21.972375,None
216,2020-12-01 14:24:25.976771,None
217,2020-12-01 14:24:29.980360,None
218,2020-12-01 14:24:33.984463,None
219,2020-12-01 14:24:37.987995,None
220,2020-12-01 14:24:41.990174,None
221,2020-12-01 14:24:45.994589,None
222,2020-12-01 14:24:49.996360,None
223,2020-12-01 14:24:54.000398,None
224,2020-12-01 14:24:58.004795,None
225,2020-12-01 14:25:02.008403,None
226,2020-12-01 14:25:06.013430,None
227,2020-12-01 14:25:10.016478,None
228,2020-12-01 14:25:14.020375,None
229,2020-12-01 14:25:18.024359,None
230,2020-12-01 14:25:22.026153,None
231,2020-12-01 14:25:26.028359,None
232,2020-12-01 14:25:30.032389,None
233,2020-12-01 14:25:34.036725,None
234,2020-12-01 14:25:38.041125,None
235,2020-12-01 14:25:42.044373,None
236,2020-12-01 14:25:46.048341,None
237,2020-12-01 14:25:50.052704,None
238,2020-12-01 14:25:54.057073,None
239,2020-12-01 14:25:58.060385,None
240,2020-12-01 14:26:02.064346,None
241,2020-12-01 14:26:06.068402,None
242,2020-12-01 14:26:10.072759,None
243,2020-12-01 14:26:14.076366,None
244,2020-12-01 14:26:18.080336,None
245,2020-12-01 14:26:22.084390,None
246,2020-12-01 14:26:26.088385,None
247,2020-12-01 14:26:30.092692,None
248,2020-12-01 14:26:34.096393,None
249,2020-12-01 14:26:38.100363,None
250,2020-12-01 14:26:42.104394,None
251,2020-12-01 14:26:46.108352,None
252,2020-12-01 14:26:50.112370,None
253,2020-12-01 14:26:54.116399,None
254,2020-12-01 14:26:58.120357,None
255,2020-12-01 14:27:02.124402,None
256,2020-12-01 14:27:06.128532,None
257,2020-12-01 14:27:10.132719,None
258,2020-12-01 14:27:14.136395,None
259,2020-12-01 14:27:18.140379,None
260,2020-12-01 14:27:22.144370,None
261,2020-12-01 14:27:26.148735,None
262,2020-12-01 14:27:30.152367,None
263,2020-12-01 14:27:34.156384,None
264,2020-12-01 14:27:38.160391,None
265,2020-12-01 14:27:42.164390,None
266,2020-12-01 14:27:46.168415,None
267,2020-12-01 14:27:50.173035,None
268,2020-12-01 14:27:54.177636,None
269,2020-12-01 14:27:58.180375,None
270,2020-12-01 14:28:02.184370,None
271,2020-12-01 14:28:06.188339,None
272,2020-12-01 14:28:10.192362,None
273,2020-12-01 14:28:14.196410,None
274,2020-12-01 14:28:18.200364,None
275,2020-12-01 14:28:22.204384,None
276,2020-12-01 14:28:26.208368,None
277,2020-12-01 14:28:30.212392,None
278,2020-12-01 14:28:34.216360,None
279,2020-12-01 14:28:38.220373,None
280,2020-12-01 14:28:42.224740,None
281,2020-12-01 14:28:46.228361,None
282,2020-12-01 14:28:50.232384,None
283,2020-12-01 14:28:54.236360,None
284,2020-12-01 14:28:58.240725,None
285,2020-12-01 14:29:02.244370,None
286,2020-12-01 14:29:06.248388,None
287,2020-12-01 14:29:10.252398,None
288,2020-12-01 14:29:14.256357,None
289,2020-12-01 14:29:18.260368,None
290,2020-12-01 14:29:22.264396,None
291,2020-12-01 14:29:26.268413,None
292,2020-12-01 14:29:30.272493,None
293,2020-12-01 14:29:34.276359,None
294,2020-12-01 14:29:38.280384,None
295,2020-12-01 14:29:42.284386,None
296,2020-12-01 14:29:46.288361,None
297,2020-12-01 14:29:50.292399,None
298,2020-12-01 14:29:54.296369,None
299,2020-12-01 14:29:58.300375,None
300,2020-12-01 14:30:02.304408,None
301,2020-12-01 14:30:06.308405,None
302,2020-12-01 14:30:10.312374,None
303,2020-12-01 14:30:14.316747,None
304,2020-12-01 14:30:18.320361,None
305,2020-12-01 14:30:22.324400,None
306,2020-12-01 14:30:26.328391,None
307,2020-12-01 14:30:30.332376,None
308,2020-12-01 14:30:34.335131,None
309,2020-12-01 14:30:38.336404,None
310,2020-12-01 14:30:42.340380,None
311,2020-12-01 14:30:46.344761,None
312,2020-12-01 14:30:50.348388,None
313,2020-12-01 14:30:54.352376,None
314,2020-12-01 14:30:58.354219,None
315,2020-12-01 14:31:02.356380,None
316,2020-12-01 14:31:06.360365,None
317,2020-12-01 14:31:10.364356,None
318,2020-12-01 14:31:14.368382,None
319,2020-12-01 14:31:18.372397,None
320,2020-12-01 14:31:22.376363,None
321,2020-12-01 14:31:26.380384,None
322,2020-12-01 14:31:30.384680,None
323,2020-12-01 14:31:34.388392,None
324,2020-12-01 14:31:38.392505,None
325,2020-12-01 14:31:42.396364,None
326,2020-12-01 14:31:46.400367,None
327,2020-12-01 14:31:50.405130,None
328,2020-12-01 14:31:54.408963,None
329,2020-12-01 14:31:58.412798,None
330,2020-12-01 14:32:02.416400,None
331,2020-12-01 14:32:06.420379,None
332,2020-12-01 14:32:10.424394,None
333,2020-12-01 14:32:14.428394,None
334,2020-12-01 14:32:18.432757,None
335,2020-12-01 14:32:22.436385,None
336,2020-12-01 14:32:26.440386,None
337,2020-12-01 14:32:30.444394,None
338,2020-12-01 14:32:34.448505,None
339,2020-12-01 14:32:38.452362,None
340,2020-12-01 14:32:42.456368,None
341,2020-12-01 14:32:46.458478,None
342,2020-12-01 14:32:50.461118,None
343,2020-12-01 14:32:54.464481,None
344,2020-12-01 14:32:58.468372,None
345,2020-12-01 14:33:02.472390,None
346,2020-12-01 14:33:06.476385,None
347,2020-12-01 14:33:10.480358,None
348,2020-12-01 14:33:14.484355,None
349,2020-12-01 14:33:18.488336,None
350,2020-12-01 14:33:22.492365,None
351,2020-12-01 14:33:26.496387,None
352,2020-12-01 14:33:30.500357,None
353,2020-12-01 14:33:34.504364,None
354,2020-12-01 14:33:38.508359,None
355,2020-12-01 14:33:42.511333,None
356,2020-12-01 14:33:46.512363,None
357,2020-12-01 14:33:50.516717,None
358,2020-12-01 14:33:54.520390,None
359,2020-12-01 14:33:58.524896,None
360,2020-12-01 14:34:02.529241,None
361,2020-12-01 14:34:06.532362,None
362,2020-12-01 14:34:10.536359,None
363,2020-12-01 14:34:14.540386,None
364,2020-12-01 14:34:18.545312,None
365,2020-12-01 14:34:22.548362,None
366,2020-12-01 14:34:26.552362,None
367,2020-12-01 14:34:30.556375,None
368,2020-12-01 14:34:34.560752,None
369,2020-12-01 14:34:38.565132,None
370,2020-12-01 14:34:42.568392,None
371,2020-12-01 14:34:46.572379,None
372,2020-12-01 14:34:50.576373,None
373,2020-12-01 14:34:54.580770,None
374,2020-12-01 14:34:58.584398,None
375,2020-12-01 14:35:02.588383,None
376,2020-12-01 14:35:06.592382,None
377,2020-12-01 14:35:10.596407,None
378,2020-12-01 14:35:14.600375,None
379,2020-12-01 14:35:18.604366,None
380,2020-12-01 14:35:22.608592,None
381,2020-12-01 14:35:26.612374,None
382,2020-12-01 14:35:30.616403,None
383,2020-12-01 14:35:34.620355,None
384,2020-12-01 14:35:38.624388,None
385,2020-12-01 14:35:42.628362,None
386,2020-12-01 14:35:46.632367,None
387,2020-12-01 14:35:50.636367,None
388,2020-12-01 14:35:54.640386,None
389,2020-12-01 14:35:58.645836,None
390,2020-12-01 14:36:02.649436,None
391,2020-12-01 14:36:06.652381,None
392,2020-12-01 14:36:10.656378,None
393,2020-12-01 14:36:14.660368,None
394,2020-12-01 14:36:18.664400,None
395,2020-12-01 14:36:22.668359,None
396,2020-12-01 14:36:26.673021,None
397,2020-12-01 14:36:30.676388,None
398,2020-12-01 14:36:34.680352,None
399,2020-12-01 14:36:38.684337,None
400,2020-12-01 14:36:42.688388,None
401,2020-12-01 14:36:46.692351,None
402,2020-12-01 14:36:50.696360,None
403,2020-12-01 14:36:54.698985,None
404,2020-12-01 14:36:58.700356,None
405,2020-12-01 14:37:02.704363,None
406,2020-12-01 14:37:06.708356,None
407,2020-12-01 14:37:10.712372,None
408,2020-12-01 14:37:14.715821,None
409,2020-12-01 14:37:18.720163,None
410,2020-12-01 14:37:22.724522,None
411,2020-12-01 14:37:26.728381,None
412,2020-12-01 14:37:30.732796,None
413,2020-12-01 14:37:34.736379,None
414,2020-12-01 14:37:38.740751,None
415,2020-12-01 14:37:42.744725,None
416,2020-12-01 14:37:46.749089,None
417,2020-12-01 14:37:50.752329,None
418,2020-12-01 14:37:54.756391,None
419,2020-12-01 14:37:58.760353,None
420,2020-12-01 14:38:02.765702,None
421,2020-12-01 14:38:06.770040,None
422,2020-12-01 14:38:10.774157,None
423,2020-12-01 14:38:14.776333,None
424,2020-12-01 14:38:18.780358,None
425,2020-12-01 14:38:22.784366,None
426,2020-12-01 14:38:26.788386,None
427,2020-12-01 14:38:30.792339,None
428,2020-12-01 14:38:34.795892,None
429,2020-12-01 14:38:38.796352,None
430,2020-12-01 14:38:42.800359,None
431,2020-12-01 14:38:46.804363,None
432,2020-12-01 14:38:50.808403,None
433,2020-12-01 14:38:54.812384,None
434,2020-12-01 14:38:58.816766,None
435,2020-12-01 14:39:02.820394,None
436,2020-12-01 14:39:06.824394,None
437,2020-12-01 14:39:10.828378,None
438,2020-12-01 14:39:14.832939,None
439,2020-12-01 14:39:18.836359,None
440,2020-12-01 14:39:22.840340,None
441,2020-12-01 14:39:26.844399,None
442,2020-12-01 14:39:30.848374,None
443,2020-12-01 14:39:34.852372,None
444,2020-12-01 14:39:38.856359,None
445,2020-12-01 14:39:42.860363,None
446,2020-12-01 14:39:46.864382,None
447,2020-12-01 14:39:50.868371,None
448,2020-12-01 14:39:54.872377,None
449,2020-12-01 14:39:58.876386,None
450,2020-12-01 14:40:02.880390,None
451,2020-12-01 14:40:06.884385,None
452,2020-12-01 14:40:10.888367,None
453,2020-12-01 14:40:14.892395,None
454,2020-12-01 14:40:18.896386,None
455,2020-12-01 14:40:22.900366,None
456,2020-12-01 14:40:26.904814,None
457,2020-12-01 14:40:30.908381,None
458,2020-12-01 14:40:34.912394,None
459,2020-12-01 14:40:38.916380,None
460,2020-12-01 14:40:42.920365,None
461,2020-12-01 14:40:46.924519,None
462,2020-12-01 14:40:50.928595,None
463,2020-12-01 14:40:54.932891,None
464,2020-12-01 14:40:58.937255,None
465,2020-12-01 14:41:02.941245,None
466,2020-12-01 14:41:06.944396,None
467,2020-12-01 14:41:10.949267,None
468,2020-12-01 14:41:14.952392,None
469,2020-12-01 14:41:18.956375,None
470,2020-12-01 14:41:22.960766,None
471,2020-12-01 14:41:26.964354,None
472,2020-12-01 14:41:30.968346,None
473,2020-12-01 14:41:34.972393,None
474,2020-12-01 14:41:38.976385,None
475,2020-12-01 14:41:42.980390,None
476,2020-12-01 14:41:46.984403,None
477,2020-12-01 14:41:50.988397,None
478,2020-12-01 14:41:54.992320,None
479,2020-12-01 14:41:58.996352,None
480,2020-12-01 14:42:03.000396,None
481,2020-12-01 14:42:07.004898,None
482,2020-12-01 14:42:11.008382,None
483,2020-12-01 14:42:15.012365,None
484,2020-12-01 14:42:19.016357,None
485,2020-12-01 14:42:23.020374,None
486,2020-12-01 14:42:27.024381,None
487,2020-12-01 14:42:31.028374,None
488,2020-12-01 14:42:35.032345,None
489,2020-12-01 14:42:39.036353,None
490,2020-12-01 14:42:43.040370,None
491,2020-12-01 14:42:47.044750,None
492,2020-12-01 14:42:51.048426,None
493,2020-12-01 14:42:55.052357,None
494,2020-12-01 14:42:59.056363,None
495,2020-12-01 14:43:03.060410,None
496,2020-12-01 14:43:07.064366,None
497,2020-12-01 14:43:11.068956,None
498,2020-12-01 14:43:15.072370,None
499,2020-12-01 14:43:19.076371,None
500,2020-12-01 14:43:23.080345,None
501,2020-12-01 14:43:27.084374,None
502,2020-12-01 14:43:31.088363,None
503,2020-12-01 14:43:35.092388,None
504,2020-12-01 14:43:39.096384,None
505,2020-12-01 14:43:43.101387,None
506,2020-12-01 14:43:47.104697,None
507,2020-12-01 14:43:51.108405,None
508,2020-12-01 14:43:55.112364,None
509,2020-12-01 14:43:59.116752,None
510,2020-12-01 14:44:03.120358,None
511,2020-12-01 14:44:07.124357,None
512,2020-12-01 14:44:11.128731,None
513,2020-12-01 14:44:15.132640,None
514,2020-12-01 14:44:19.136352,None
515,2020-12-01 14:44:23.140363,None
516,2020-12-01 14:44:27.144375,None
517,2020-12-01 14:44:31.148769,None
518,2020-12-01 14:44:35.152671,None
519,2020-12-01 14:44:39.156340,None
520,2020-12-01 14:44:43.160382,None
521,2020-12-01 14:44:47.164366,None
522,2020-12-01 14:44:51.168355,None
523,2020-12-01 14:44:55.172374,None
524,2020-12-01 14:44:59.176407,None
525,2020-12-01 14:45:03.180385,None
526,2020-12-01 14:45:07.184386,None
527,2020-12-01 14:45:11.188386,None
528,2020-12-01 14:45:15.192790,None
529,2020-12-01 14:45:19.196382,None
530,2020-12-01 14:45:23.200385,None
531,2020-12-01 14:45:27.204421,None
532,2020-12-01 14:45:31.208374,None
533,2020-12-01 14:45:35.212388,None
534,2020-12-01 14:45:39.216363,None
535,2020-12-01 14:45:43.220362,None
536,2020-12-01 14:45:47.224358,None
537,2020-12-01 14:45:51.228854,None
538,2020-12-01 14:45:55.233410,None
539,2020-12-01 14:45:59.236380,None
540,2020-12-01 14:46:03.240367,None
541,2020-12-01 14:46:07.244364,None
542,2020-12-01 14:46:11.248368,None
543,2020-12-01 14:46:15.252352,None
544,2020-12-01 14:46:19.256399,None
545,2020-12-01 14:46:23.260377,None
546,2020-12-01 14:46:27.264400,None
547,2020-12-01 14:46:31.268378,None
548,2020-12-01 14:46:35.272383,None
549,2020-12-01 14:46:39.276341,None
550,2020-12-01 14:46:43.280364,None
551,2020-12-01 14:46:47.284354,None
552,2020-12-01 14:46:51.288380,None
553,2020-12-01 14:46:55.292376,None
554,2020-12-01 14:46:59.296750,None
555,2020-12-01 14:47:03.300367,None
556,2020-12-01 14:47:07.304410,None
557,2020-12-01 14:47:11.308364,None
558,2020-12-01 14:47:15.312382,None
559,2020-12-01 14:47:19.316397,None
560,2020-12-01 14:47:23.320369,None
561,2020-12-01 14:47:27.324365,None
562,2020-12-01 14:47:31.328413,None
563,2020-12-01 14:47:35.332363,None
564,2020-12-01 14:47:39.336414,None
565,2020-12-01 14:47:43.340432,None
566,2020-12-01 14:47:47.344904,None
567,2020-12-01 14:47:51.348383,None
568,2020-12-01 14:47:55.352383,None
569,2020-12-01 14:47:59.356394,None
570,2020-12-01 14:48:03.360354,None
571,2020-12-01 14:48:07.364431,None
572,2020-12-01 14:48:11.368366,None
573,2020-12-01 14:48:15.372381,None
574,2020-12-01 14:48:19.376407,None
575,2020-12-01 14:48:23.380378,None
576,2020-12-01 14:48:27.384375,None
577,2020-12-01 14:48:31.388406,None
578,2020-12-01 14:48:35.392384,None
579,2020-12-01 14:48:39.396656,None
580,2020-12-01 14:48:43.400375,None
581,2020-12-01 14:48:47.404378,None
582,2020-12-01 14:48:51.408388,None
583,2020-12-01 14:48:55.412641,None
584,2020-12-01 14:48:59.416390,None
585,2020-12-01 14:49:03.420417,None
586,2020-12-01 14:49:07.424383,None
587,2020-12-01 14:49:11.428479,None
588,2020-12-01 14:49:15.432368,None
589,2020-12-01 14:49:19.436494,None
590,2020-12-01 14:49:23.440391,None
591,2020-12-01 14:49:27.444375,None
592,2020-12-01 14:49:31.448361,None
593,2020-12-01 14:49:35.452361,None
594,2020-12-01 14:49:39.456379,None
595,2020-12-01 14:49:43.460386,None
596,2020-12-01 14:49:47.464346,None
597,2020-12-01 14:49:51.468935,None
598,2020-12-01 14:49:55.472388,None
599,2020-12-01 14:49:59.476354,None
600,2020-12-01 14:50:03.480377,None
601,2020-12-01 14:50:07.484982,None
602,2020-12-01 14:50:11.488508,None
603,2020-12-01 14:50:15.492384,None
604,2020-12-01 14:50:19.496332,None
605,2020-12-01 14:50:23.500398,None
606,2020-12-01 14:50:27.504375,None
607,2020-12-01 14:50:31.508353,None
608,2020-12-01 14:50:35.512361,None
609,2020-12-01 14:50:39.516375,None
610,2020-12-01 14:50:43.520912,None
611,2020-12-01 14:50:47.524363,None
612,2020-12-01 14:50:51.528365,None
613,2020-12-01 14:50:55.532365,None
614,2020-12-01 14:50:59.536731,None
615,2020-12-01 14:51:03.540358,None
616,2020-12-01 14:51:07.544354,None
617,2020-12-01 14:51:11.548385,None
618,2020-12-01 14:51:15.551427,None
619,2020-12-01 14:51:19.554975,None
620,2020-12-01 14:51:23.556358,None
621,2020-12-01 14:51:27.560380,None
622,2020-12-01 14:51:31.564404,None
623,2020-12-01 14:51:35.568355,None
624,2020-12-01 14:51:39.572385,None
625,2020-12-01 14:51:43.576388,None
626,2020-12-01 14:51:47.580387,None
627,2020-12-01 14:51:51.584400,None
628,2020-12-01 14:51:55.588406,None
629,2020-12-01 14:51:59.592383,None
630,2020-12-01 14:52:03.596366,None
631,2020-12-01 14:52:07.600772,None
632,2020-12-01 14:52:11.604353,None
633,2020-12-01 14:52:15.608355,None
634,2020-12-01 14:52:19.612342,None
635,2020-12-01 14:52:23.616370,None
636,2020-12-01 14:52:27.620372,None
637,2020-12-01 14:52:31.624373,None
638,2020-12-01 14:52:35.628373,None
639,2020-12-01 14:52:39.630765,None
640,2020-12-01 14:52:43.632398,None
641,2020-12-01 14:52:47.636400,None
642,2020-12-01 14:52:51.640378,None
643,2020-12-01 14:52:55.644370,None
644,2020-12-01 14:52:59.648364,None
645,2020-12-01 14:53:03.652409,None
646,2020-12-01 14:53:07.656798,None
647,2020-12-01 14:53:11.660408,None
648,2020-12-01 14:53:15.664388,None
649,2020-12-01 14:53:19.668389,None
650,2020-12-01 14:53:23.672346,None
651,2020-12-01 14:53:27.676392,None
652,2020-12-01 14:53:31.680379,None
653,2020-12-01 14:53:35.684749,None
654,2020-12-01 14:53:39.688359,None
655,2020-12-01 14:53:43.692360,None
656,2020-12-01 14:53:47.696388,None
657,2020-12-01 14:53:51.700361,None
658,2020-12-01 14:53:55.704403,None
659,2020-12-01 14:53:59.708467,None
660,2020-12-01 14:54:03.712835,None
661,2020-12-01 14:54:07.717211,None
662,2020-12-01 14:54:11.721586,None
663,2020-12-01 14:54:15.726219,None
664,2020-12-01 14:54:19.729745,None
665,2020-12-01 14:54:23.734152,None
666,2020-12-01 14:54:27.736384,None
667,2020-12-01 14:54:31.740361,None
668,2020-12-01 14:54:35.744376,None
669,2020-12-01 14:54:39.748379,None
670,2020-12-01 14:54:43.752396,None
671,2020-12-01 14:54:47.756429,None
672,2020-12-01 14:54:51.760388,None
673,2020-12-01 14:54:55.764376,None
674,2020-12-01 14:54:59.768386,None
675,2020-12-01 14:55:03.772373,None
676,2020-12-01 14:55:07.776354,None
677,2020-12-01 14:55:11.780386,None
678,2020-12-01 14:55:15.784379,None
679,2020-12-01 14:55:19.788370,None
680,2020-12-01 14:55:23.792712,None
681,2020-12-01 14:55:27.797775,None
682,2020-12-01 14:55:31.800383,None
683,2020-12-01 14:55:35.804356,None
684,2020-12-01 14:55:39.808402,None
685,2020-12-01 14:55:43.812354,None
686,2020-12-01 14:55:47.816402,None
687,2020-12-01 14:55:51.820349,None
688,2020-12-01 14:55:55.824360,None
689,2020-12-01 14:55:59.828388,None
690,2020-12-01 14:56:03.832384,None
691,2020-12-01 14:56:07.836919,None
692,2020-12-01 14:56:11.840389,None
693,2020-12-01 14:56:15.844403,None
694,2020-12-01 14:56:19.848372,None
695,2020-12-01 14:56:23.852340,None
696,2020-12-01 14:56:27.856371,None
697,2020-12-01 14:56:31.860333,None
